chunk_id,chunk_category,chunk_text
85,당뇨,"주제: 당뇨\n 내용: 당뇨병성 족부병변
말초신경병증과 혈류장애로 인해 발의 감각이 둔해지고 상처가 쉽게 생기며, 감염되면 괴저로 진행될 수 있다. 최악의 경우 절단이 필요할 수 있다."
86,당뇨,"주제: 당뇨\n 내용: 당뇨병성 신증
신장의 모세혈관이 손상되어 단백뇨, 부종이 나타나며, 말기신부전으로 진행될 수 있다. 투석이나 신장이식이 필요해지는 경우도 있다."
87,당뇨,"주제: 당뇨\n 내용: 심혈관계 합병증 (뇌졸중, 관상동맥질환)
당뇨병은 뇌졸중, 협심증, 심근경색 등의 심뇌혈관 질환 발생 위험을 2~5배 증가시킨다. 어지러움, 흉통, 호흡곤란 등이 전조 증상일 수 있다."
88,당뇨,"주제: 당뇨\n 내용: 말초혈관 질환
다리 혈관이 좁아지거나 막혀서 운동 시 악화되는 하지통증(간헐적 파행), 감각 저하가 나타나며, 심하면 괴저로 진행된다."
89,당뇨,"주제: 당뇨\n 내용: 잇몸 질환(치주질환)
당뇨병 환자는 면역력이 저하되어 잇몸 출혈, 구취, 치은염 등이 흔하며, 치아 상실 위험이 증가한다."
90,당뇨,"주제: 당뇨\n 내용: 당뇨병 진단 기준
다음 중 1개 이상에 해당되면 당뇨병으로 진단한다:
- 당화혈색소 ≥ 6.5%
- 공복 혈당 ≥ 126 mg/dL
- 75g 경구포도당부하검사 2시간 후 혈당 ≥ 200 mg/dL
- 다뇨, 다음, 다식, 체중 감소 등의 증상이 있을 경우, 임의 측정 혈당 ≥ 200 mg/dL"
91,당뇨,"주제: 당뇨\n 내용: 공복 혈당과 당부하검사 조합에 따른 판정표
▸ 공복 혈당 < 100 mg/dL + 당부하 2시간 후 혈당 < 140 → 정상
▸ 공복 혈당 100~125 + 당부하 2시간 후 혈당 < 140 → 공복혈당장애
▸ 공복 혈당 < 126 + 당부하 2시간 후 혈당 140~199 → 내당능장애
▸ 공복 혈당 ≥ 126 또는 당부하 2시간 후 혈당 ≥ 200 → 당뇨병
* 단, 간이혈당측정기 수치는 진단 기준에서 제외됨."
92,당뇨,"주제: 당뇨\n 내용: 당뇨병 환자의 관리 목표 (혈당/지질/혈압 등)
▸ 공복 혈당: 70~130 mg/dL  
▸ 식후 2시간 혈당: 90~180 mg/dL  
▸ 당화혈색소: 6.5% 이하  
▸ 혈압: 140/85 mmHg 이하  
▸ LDL 콜레스테롤: 100 mg/dL 미만  
▸ 중성지방(TG): 150 mg/dL 미만  
▸ HDL 콜레스테롤: 남자 40 mg/dL 이상, 여자 50 mg/dL 이상"
93,당뇨,"주제: 당뇨\n 내용: 자가혈당 측정 순서
1. 미지근한 물에 손을 잘 씻고 깨끗이 건조시킨다.
2. 손을 따뜻하게 하여 혈액이 잘 흐르도록 준비하고, 심장 아래로 손을 내리면 혈액이 손끝으로 모이기 쉽다.
3. 혈당기와 시험지의 코드번호가 일치하는지 반드시 확인한다. 코드가 다르면 오차가 클 수 있다.
4. 손가락 끝 중 가장 덜 아픈 부위(측면 등)를 선택하여 채혈한다.
5. 채혈침을 이용하여 혈액을 채취하고, 사용설명서에 따라 시험지에 떨어뜨린다.
6. 측정 결과를 확인하고, 기록지나 앱 등에 수치를 기입한다."
94,당뇨,"주제: 당뇨\n 내용: 자가혈당 측정 시 주의사항
- 매 측정 시마다 새 채혈침을 사용하는 것이 위생적으로 좋다.
- 손가락 중앙보다 양 옆 측면을 찌르면 덜 아프다.
- 채혈 전 손을 따뜻하게 하거나 손을 아래로 향하게 하면 혈액이 잘 모인다.
- 채혈침은 너무 얕거나 깊지 않게 사용해야 한다. 필요시 깊이 조절 가능하다.
- 채혈 부위를 매번 바꾸는 것이 통증 감소에 도움된다.
- 시험지와 혈당기의 코드번호 일치 여부는 매번 확인해야 한다."
95,당뇨,"주제: 당뇨\n 내용: Q. 물을 많이 마시고, 소변이 많습니다. 당뇨병인가요?
A. 물을 많이 마시고 소변량이 많은 것은 당뇨병의 전형적인 증상이 맞습니다. 하지만 요붕증이나 다른 질환에서도 비슷한 증상이 나타날 수 있어, 증상만으로 당뇨병을 단정할 수는 없습니다. 당뇨병이 의심될 경우 병원에서 혈당 검사를 받아야 정확한 진단이 가능합니다."
96,당뇨,"주제: 당뇨\n 내용: Q. 당뇨병이 약물에 의해서도 생길 수 있나요?
A. 일부 약물, 특히 스테로이드는 인슐린 저항성을 높이거나 인슐린 분비에 영향을 줄 수 있어 당뇨병을 유발하거나 악화시킬 수 있습니다. 스테로이드를 장기간 복용하면 혈당이 높아지고 내당능 장애가 발생할 수 있으며, 다른 질환의 치료를 위해 사용 시에는 정기적인 혈당 측정이 필요합니다."
97,당뇨,"주제: 당뇨\n 내용: Q. 당뇨병인데 특별한 증상이 없어 치료를 안 하면 어떻게 되나요?
A. 당뇨병은 초기에는 증상이 없을 수 있어 자각하지 못하는 경우가 많습니다. 그러나 고혈당 상태가 지속되면 시간이 지나면서 혈관 손상, 합병증이 발생할 수 있습니다. 따라서 증상이 없더라도 혈당을 조절하고 꾸준히 치료하는 것이 중요합니다."
98,당뇨,"주제: 당뇨\n 내용: Q. 당뇨병은 유전인가요?
A. 제2형 당뇨병은 가족력과 관련이 있습니다. 제2형 당뇨병 환자의 직계 가족은 그렇지 않은 사람보다 3.5배 높은 발병 위험을 갖습니다. 그러나 유전적 요인뿐 아니라 식습관, 운동 부족 등 환경적 요인도 중요한 영향을 미치므로 건강한 생활습관을 유지하면 발병 위험을 줄일 수 있습니다."
99,당뇨,"주제: 당뇨\n 내용: 당뇨병 예방 생활수칙 요약 (5대 수칙)
1. 적정 체중과 허리둘레를 유지한다.  2. 규칙적인 운동으로 신체 활동을 늘린다.  3. 균형 잡힌 식단으로 제때에 식사한다.  4. 좋은 생활 습관을 기른다.  5. 정기적인 검진을 통해 위험 요인을 확인한다."
100,당뇨,"주제: 당뇨\n 내용: 체중·허리둘레 조절의 중요성.
비만은 당뇨병, 고혈압, 이상지질혈증, 뇌졸중 등 만성질환과 밀접한 관련이 있다.  - BMI ≥ 25 kg/m²: 비만  - BMI ≥ 23 kg/m²: 과체중 (한국 기준에서 당뇨병 위험 요인)  허리둘레는 내장지방을 반영하며, 복부 비만의 지표로 사용된다.  - 남성 허리둘레 ≥ 90 cm, 여성 ≥ 85 cm일 경우 복부 비만으로 판단한다.  허리둘레가 클수록 당뇨병 및 합병증 발생 위험이 증가한다."
101,당뇨,"주제: 당뇨\n 내용: 체중 및 허리둘레 실천 팁
- 주 1회 체중과 허리둘레를 체크한다. - 식사량 조절과 꾸준한 유산소 운동을 병행한다. - 복부비만은 시각적으로 판단하기 어려우므로 수치로 점검하는 것이 중요하다."
102,당뇨,"주제: 당뇨\n 내용: 표준 체중 계산법
평소 자신의 적정 체중을 알고 유지하는 것이 중요하다.
- 남자의 표준체중(kg) = 키(m) × 키(m) × 22  
- 여자의 표준체중(kg) = 키(m) × 키(m) × 21  
예시: 키 176cm 남성의 경우  → 1.76 × 1.76 × 22 = 약 68.15kg가 표준체중이다."
103,당뇨,"주제: 당뇨\n 내용: 체질량지수(BMI)로 비만 여부 확인
체질량지수(BMI) = 체중(kg) ÷ [키(m) × 키(m)]
- BMI < 23 kg/m² → 정상  
- BMI 23~24.9 kg/m² → 과체중  
- BMI ≥ 25 kg/m² → 비만
한국 기준은 아시아인 특성상 서양보다 낮은 수치를 기준으로 비만을 정의한다."
104,당뇨,"주제: 당뇨\n 내용: 허리둘레 기준을 통한 복부 비만 확인
복부 비만은 내장지방과 관련되며, 허리둘레로 판단할 수 있다.
- 남성: 허리둘레 ≥ 90cm (35인치) → 복부 비만  
- 여성: 허리둘레 ≥ 85cm (33인치) → 복부 비만
허리둘레는 매주 혹은 정기적으로 측정하며 복부비만을 예방 또는 개선하는 데 활용할 수 있다."
105,당뇨,"주제: 당뇨\n 내용: 규칙적인 운동의 효과와 중요성
규칙적인 운동은 혈당을 개선할 뿐 아니라 혈압, 체중, 지질 농도를 낮추고, 심혈관계 질환의 위험을 줄인다. 또한 근육량 유지 및 증가, 인슐린 저항성 감소, 스트레스 해소에도 효과적이며 당뇨병 예방에 필수적인 생활요인이다."
106,당뇨,"주제: 당뇨\n 내용: 운동 실천 방법 요약
▸ 좋아하는 운동을 선택한다.  
▸ 운동은 일주일에 3회 이상 시행한다.  
   - 체중 조절이 필요한 경우 5일 이상, 근력운동은 주 2회 이상  
▸ 운동은 하루에 최소 30분 이상 지속한다.  
   - 체중 감량 목표라면 하루 60분까지도 권장됨  
▸ 운동 강도는 ‘약간 숨찰 정도’가 적절하다.  
   - 말은 할 수 있을 정도의 중강도 운동  
▸ 운동 전후에는 준비 운동과 정리 운동을 포함시킨다."
107,당뇨,"주제: 당뇨\n 내용: 평소 활동량 늘리기 전략
▸ 운동을 하지 않는 날에도 활동량을 늘리는 것이 중요하다.  
▸ 하루 5~10분씩 활동량을 늘려, 총 30분 이상 신체 활동을 확보한다.  
▸ 계단 이용, 대중교통 하차역 앞당기기, 짧은 거리 걷기 등 생활 속 운동을 실천한다."
108,당뇨,"주제: 당뇨\n 내용: 당뇨병 환자의 운동 시 주의사항
1. 고혈압, 심장질환, 망막병증, 신장질환이 있는 경우에는 운동 전 반드시 의사 상담이 필요하다.  2. 공복 혈당이 250 mg/dL 이상이거나 혈당이 100 mg/dL 미만이면 운동 전후 혈당 조절에 유의해야 한다.  3. 인슐린을 사용하는 경우, 저혈당 예방을 위해 간식 준비와 혈당 체크가 필요하다.  4. 저혈당이 의심되면 즉시 운동을 중단해야 하며, 필요 시 당 섭취가 우선이다."
109,당뇨,"주제: 당뇨\n 내용: 운동은 식전과 식후 언제 하는 것이 더 좋은가요?
체중 감량 목적이라면 공복 운동이 효과적일 수 있으나, 당뇨병 환자의 경우 저혈당 위험 때문에 식후 1시간 이후에 운동하는 것이 안전하고 효과적이다. 식후 혈당이 최고치에 이를 때 운동하면 혈당 조절에 더욱 효과적이다."
110,당뇨,"주제: 당뇨\n 내용: 운동을 하면 왜 혈당이 떨어지나요?
운동 중 근육이 포도당을 에너지로 사용하면서 혈당이 감소하게 된다. 특히 장시간 운동 시 저혈당이 발생할 수 있다. 운동 전후 혈당 체크와 적절한 간식 섭취가 중요하며, 무리하지 않는 운동 강도를 유지해야 한다."
111,당뇨,"주제: 당뇨\n 내용: 당뇨병이 있을 때 운동 방법과 운동량은?
- 혈당 조절과 인슐린 민감도 개선을 위해 유산소 운동과 근력 운동을 병행한다.
- 운동은 최소 주 3회, 1회 30분 이상을 권장한다.
- 운동 중 저혈당이 우려될 경우 혈당을 체크하고 간식을 준비해야 한다.
- 운동 전후 컨디션과 혈당 상태에 따라 개인별 운동량 조절이 필요하다."
112,당뇨,"주제: 당뇨\n 내용: 평소에 운동하기 어려울 때는 어떻게 해야 하나요?
시간이 부족하거나 여건이 안 될 때는 일상 속 활동량을 늘리는 것이 효과적이다. 예를 들어, 걷기, 계단 이용, 한 정거장 먼저 하차하기, 가벼운 스트레칭 등으로 하루 30분 이상 활동 시간을 확보한다. 짧은 시간을 여러 번 나눠 운동하는 것도 효과적이다."
113,당뇨,"주제: 당뇨\n 내용: 체중 조절로 당뇨병 예방이 가능한가요?
체중을 5~10%만 감량해도 혈당이 낮아지고, 인슐린 감수성이 개선되며 당뇨병 발생 위험이 크게 낮아진다. 식사 조절과 꾸준한 운동이 병행되어야 하며, 비만인의 경우 체중 조절이 당뇨병 예방에 있어 가장 강력한 전략 중 하나이다."
114,당뇨,"주제: 당뇨\n 내용: 자신의 하루 필요 열량 알기
하루 필요 열량 계산법:

- 거의 앉아 있는 경우: 표준체중(kg) × 25~30 kcal  
- 활동량이 많은 경우: 표준체중(kg) × 30~35 kcal  
예시: 키 165cm, 표준체중 56.8kg인 여성  → 하루 필요 열량 약 1,700~2,000kcal
열량은 연령, 체중, 성별, 활동량에 따라 달라지므로 개인화된 접근이 중요하다."
115,당뇨,"주제: 당뇨\n 내용: 식사를 골고루 제시간에 하기
▸ 하루 동안 먹을 음식의 양을 조절한다.  
   - 성별, 연령에 맞는 기준 칼로리에 맞춰 과식과 폭식을 피한다.  
▸ 골고루 먹는다.  
   - 탄수화물 50~60%, 단백질 15~20%, 지방은 25% 미만이 되도록 한다.  
   - 채소는 하루 300g 이상 섭취한다.  
▸ 거르지 않고 일정한 시간에 식사한다.  
   - 아침, 점심, 저녁을 규칙적으로 정해진 시간에 먹는다."
116,당뇨,"주제: 당뇨\n 내용: 균형 잡힌 식단 실천 팁
▸ 가공식품이나 인스턴트 식품은 줄인다.  
   - 설탕, 포화지방, 나트륨이 높은 트랜스지방 식품은 주의한다.  
   - 영양성분표를 확인하고 ‘무첨가’, ‘저지방’ 표시 제품을 선택한다.  
▸ 조리법을 개선한다.  
   - 튀김보다는 찜, 삶기, 굽기 조리법을 활용한다.  
   - 국, 찌개는 건더기 위주로 먹고, 국물은 되도록 남긴다.  
   - 조미료는 적게, 싱겁게 요리하는 습관을 들인다.  
▸ 외식이나 반찬 선택 시에도 채소, 저염, 저지방 중심으로 선택한다."
117,당뇨,"주제: 당뇨\n 내용: 당뇨병 환자를 위한 식사 원칙 요약
- 정상적인 일상생활 속에서도 혈당과 체중을 조절할 수 있도록  
  ‘적정한 열량’, ‘균형 잡힌 영양소’, ‘골고루 먹기’, ‘규칙적인 식사 시간’을 지킨다.
- 군것질과 간식은 필요할 경우만, 저열량 간식으로 제한한다.  
- 규칙적인 식사가 유지되면 별도의 간식 없이도 균형 유지가 가능하다."
118,당뇨,"주제: 당뇨\n 내용: 당뇨병에 좋다고 소문난 음식(인삼, 병잎 등)을 먹어도 되나요?
일부 식품이 당뇨병에 좋다고 알려졌지만, 과학적으로 성분과 효과가 검증되지 않은 경우가 많습니다. 특히 인슐린 저항성이나 약물 효과에 영향을 줄 수 있어 주의가 필요하며, 균형 잡힌 식단과 생활습관 개선이 우선입니다."
119,당뇨,"주제: 당뇨\n 내용: 단 음식을 많이 먹으면 당뇨병에 걸리나요?
단 음식 자체가 당뇨병의 직접 원인은 아니지만, 과도한 섭취는 비만을 유발하고 비만은 당뇨병 위험을 높입니다. 특히 음료, 도넛, 사탕류 등 당지수가 높은 식품은 혈당을 빠르게 올릴 수 있어 주의해야 합니다."
120,당뇨,"주제: 당뇨\n 내용: 당뇨병이 있으면 과일을 먹지 못하나요?
과일은 비타민과 섬유소가 풍부한 건강 식품이지만, 과다 섭취 시 혈당을 올릴 수 있습니다. 당뇨병 환자는 하루 1~2회, 1회당 사과 1/2개, 바나나 1/2개, 포도 10알 정도로 조절하는 것이 좋습니다. 과일은 주로 식사 후에 먹는 것이 바람직합니다."
121,당뇨,"주제: 당뇨\n 내용: ‘당뇨식’이란 무엇인가요?
‘당뇨식’은 당뇨병 환자에게 특수하게 제한된 식단이 아니라, 일반인에게도 건강한 균형 식단입니다. 식품군 6가지(곡류, 어육류, 채소, 지방, 과일, 우유)를 적절히 포함해 영양을 고루 섭취하도록 구성되며, 당류·지방·가공식품은 제한합니다."
122,당뇨,"주제: 당뇨\n 내용: 좋은 생활 습관 실천 항목 요약
- 적절한 시간 동안 자고, 숙면을 취한다.  
- 스트레스를 줄이고 즐겁게 생활한다.  
- 금연을 실천한다.  
- 과도한 음주는 피한다."
123,당뇨,"주제: 당뇨\n 내용: 수면과 당뇨병 위험
▸ 규칙적인 수면 습관 유지가 중요하다.  
▸ 수면 시간은 7~8시간이 적절하며, 너무 짧거나 길면 당뇨병 위험 증가  
▸ 취침 전 스마트폰, 커피, 술 등은 숙면을 방해하므로 피한다.  
▸ 수면의 질은 인슐린 저항성과 혈당 조절에 영향을 미친다."
124,당뇨,"주제: 당뇨\n 내용: 스트레스 관리와 당뇨병
▸ 스트레스는 자율신경계와 호르몬에 영향을 미쳐 혈당을 높일 수 있다.  
▸ 규칙적인 운동, 취미 활동, 명상, 복식호흡, 요가, 웃음 등이 스트레스 완화에 효과적이다.  
▸ 긍정적인 사고방식은 스트레스 대응력 향상에 도움을 준다."
125,당뇨,"주제: 당뇨\n 내용: 금연과 절주가 필요한 이유
▸ 흡연자는 비흡연자에 비해 당뇨병 발생 위험이 높다.  
   - 남성 42% 증가, 여성 18% 증가  
▸ 간접흡연도 당뇨병 발병률 증가와 연관되어 있다.  
▸ 과도한 음주는 췌장의 인슐린 분비 및 간 기능에 영향을 주어 당뇨병을 악화시킬 수 있다."
126,당뇨,"주제: 당뇨\n 내용: 금연 실천 방법
▸ 아침에 일어나자마자 흡연을 피하고, 흡연자와의 접촉을 줄이는 환경 설계가 필요하다.  
▸ 흡연 욕구가 들 때는 양치질, 물 마시기, 산책 등으로 주의를 돌린다.  
▸ 흡연 일지를 작성하여 욕구 상황과 대처 방법을 기록하면 효과적이다.  
▸ 니코틴 패치나 병원 금연 클리닉 등 전문적 도움도 병행할 수 있다."
127,당뇨,"주제: 당뇨\n 내용: 금연 성공을 위한 상황별 대처 전략
- 식후, 카페인 섭취, 스트레스 등 유혹 상황에서 대처법 마련  
- 흡연 욕구는 3~5분이면 사라지므로 ‘지연 전략’이 중요함  
- 껌 씹기, 찬물 마시기, 손 쥐었다 펴기 등 대체 행동을 연습  
- 주변에 금연을 알리고 응원받을 수 있는 환경 조성이 중요"
128,당뇨,"주제: 당뇨\n 내용: 과도한 음주 피하기
▸ 적정 음주량:  
  - 남성 하루 2잔 이하, 여성 1잔 이하  
▸ 과음은 간기능 저하, 심혈관 질환, 췌장염, 혈당 불균형을 유발하며  
  특히 여성은 음주로 인한 위험에 더 취약하므로 주의가 필요함  
▸ 알코올 섭취는 당뇨병 약물과 상호작용 가능성이 있어 의료진과 상의 필요"
129,당뇨,"주제: 당뇨\n 내용: 자주 묻는 질문 – Q: 당뇨병이 스트레스로 생길 수 있나요?
심한 스트레스는 스트레스 호르몬 분비로 인해 혈당 상승을 유도할 수 있음.  
스트레스가 직접적인 원인은 아니지만, 간접적으로 발병 위험을 높이며  
특히 스트레스 해소 없이 생활하는 사람은 만성 염증 및 생활습관 악화로  
당뇨병의 위험이 증가하므로 주기적인 스트레스 관리가 중요함."
130,당뇨,"주제: 당뇨\n 내용: 자주 묻는 질문 – Q: 담배를 꼭 끊어야 하나요?
흡연은 당뇨병 합병증 발생률을 높이는 주요 원인 중 하나로,  
혈관 손상, 인슐린 저항성 증가, 심혈관질환 위험 증가와 관련 있음.  
흡연자는 당뇨병 치료를 받아도 효과가 떨어질 수 있으며,  
합병증 예방을 위해 반드시 금연이 필요함."
131,당뇨,"주제: 당뇨\n 내용: 정기 검진의 필요성
▸ 당뇨병은 초기 증상이 거의 없어 조기 발견을 위해 정기적인 건강검진이 필수적이다.  
▸ 조기 진단 시 당뇨병 진행을 막고 합병증도 예방할 수 있으며, 사회적 의료비 절감 효과도 있다.  
▸ 특히 고위험군은 더욱 자주 검사를 받아야 하며, 국가 건강검진도 적극 활용해야 한다."
132,당뇨,"주제: 당뇨\n 내용: 국가 건강검진과 고위험군 관리
▸ 40세 이상 성인은 국가 건강검진을 통해 기본 검사 및 혈당 검사 등을 받을 수 있음.  
▸ 고위험군은 1년에 1회 이상 검진이 권장됨. 고위험군 기준:  
  - BMI ≥ 25  
  - 허리둘레(남 ≥ 90cm, 여 ≥ 85cm)  
  - 가족력(부모, 형제자매)  
  - 과거 건강검진에서 ‘당뇨병 전단계’ 판정  
  - 임신성 당뇨병 이력  
- 고혈압, 이상지질혈증, 심장 질환 등 동반질환 있음"
133,당뇨,"주제: 당뇨\n 내용: 소변검사로 당뇨병을 진단할 수 있나요?
▸ 소변검사에서 당이 검출되는 ‘요당’은 혈당 상승을 반영할 수 있으나,  
  신장 기능, 약물 등 다른 요인에 의해서도 발생할 수 있음.  
▸ 정확한 진단을 위해서는 혈액검사(HbA1c, 공복혈당, 당부하검사 등)가 필요하며  
  소변검사는 보조적 도구로만 활용됨."
134,당뇨,"주제: 당뇨\n 내용: 당뇨병 발생 위험이 높은 경우
▸ BMI ≥ 25인 비만 또는 복부비만  
▸ 가족 중 당뇨병 환자 있음  
▸ 고혈압, 이상지질혈증, 심혈관질환 병력  
▸ 여성의 경우 임신성 당뇨병 경험 또는 거대아 출산 이력  
▸ 비정상 혈당 수치가 이전 검진에서 나왔던 경우  
이런 경우에는 정기검진 및 생활습관 개선이 반드시 필요하다."
135,이상지질혈증,"주제: 이상지질혈증\n 내용: 이상지질혈증 예방을 위한 생활수칙 개요  
이 자료는 이상지질혈증을 예방하고 관리하기 위해 국민이 실천해야 할 5대 생활 수칙과 그 실천 방법을 안내하고 있다. 올바른 식습관, 꾸준한 운동, 적정 체중과 허리둘레 유지, 금연, 절주를 핵심으로 하며, 이러한 생활습관의 실천은 정기적인 건강검진과 함께 이상지질혈증을 효과적으로 예방하는 데 기여한다."
136,이상지질혈증,"주제: 이상지질혈증\n 내용: 이상지질혈증의 정의와 주요 콜레스테롤  
이상지질혈증은 혈액 속 지질(기름) 수치에 이상이 있는 상태를 말하며, 대표적으로는 LDL-콜레스테롤(나쁜 콜레스테롤)이 높거나, 중성지방이 높거나, HDL-콜레스테롤(좋은 콜레스테롤)이 낮은 경우가 이에 해당한다. LDL-콜레스테롤은 혈관 내벽에 침착되어 동맥경화를 유발할 수 있는 반면, HDL-콜레스테롤은 혈관 벽의 콜레스테롤을 간으로 운반하여 제거하는 역할을 한다. 따라서 LDL은 낮출수록, HDL은 높일수록 심혈관질환 예방에 유리하다."
137,이상지질혈증,"주제: 이상지질혈증\n 내용: 국내 이상지질혈증 환자 현황  
이상지질혈증은 우리나라 30세 이상 성인 중 약 절반이 가지고 있을 정도로 흔하며, 나이가 들수록 유병률도 증가한다. 연령별로 보면 30대에서 약 34.4%였던 유병률은 70대 이상에서 58.9%로 증가한다. 성별로 나누면 남성은 대부분의 연령대에서 여성보다 유병률이 높지만, 50대 이후 여성의 유병률이 급격히 증가하면서 성별 차이가 줄어든다. 특히 폐경 이후 여성의 이상지질혈증 유병률은 남성과 유사하거나 더 높은 수준으로 나타나므로, 여성의 중년 이후 적극적인 관리가 요구된다."
138,이상지질혈증,"주제: 이상지질혈증\n 내용: 이상지질혈증의 원인과 위험 인자  
이상지질혈증의 주요 원인으로는 동물성 지방 섭취, 탄수화물 과다 섭취, 음주, 흡연, 스트레스, 운동 부족, 비만, 나이 증가 등이 있다. 특히 당뇨병 환자에서 이상지질혈증이 동반되는 경우가 많은데, 이는 중성지방이 높고 HDL-콜레스테롤은 낮은 형태로 나타나는 경우가 많다. 주요 위험 인자로는 당뇨병, 흡연, 고혈압(수축기 ≥140 mmHg 또는 이완기 ≥90 mmHg), 좋은 HDL-콜레스테롤이 40 mg/dL 미만인 경우, 남성 45세 이상 또는 여성 55세 이상, 가족력이 있는 경우(부모 또는 형제자매 중 남성은 55세 이전, 여성은 65세 이전에 관상동맥질환 발생)이 포함된다. 이런 요소들은 단독으로도 심혈관질환 위험을 높이지만, 이상지질혈증과 함께 있으면 위험도는 더욱 높아진다."
