chunk_id,chunk_category,chunk_text
165,이상지질혈증,"주제: 이상지질혈증\n 내용: 금연의 필요성과 금연 상담 활용하기
금연은 심뇌혈관질환의 나쁜 콜레스테롤 수치를 낮추고, 협심증, 심근경색증, 만성질환, 복부 등 부위의 위험을 줄이기 위해 반드시 실천해야 합니다. 흡연은 직접 흡연뿐만 아니라 간접흡연으로도 해로우며, 흡연이 지속될 경우 뇌졸중, 심근경색, 협심증의 발생률이 높아지고, 심뇌혈관질환의 악화 가능성도 증가합니다. 금연이 어려운 경우에는 전문 의료진과의 상담을 통해 도움을 받는 것이 좋습니다. 보건소나 병원(금연상담전화 1544-9030), 또는 금연 길라잡이 웹사이트(http://www.nosmokeguide.or.kr)를 통해 금연 클리닉을 이용할 수 있습니다.

###"
166,이상지질혈증,"주제: 이상지질혈증\n 내용: 나에게 맞는 금연 방법 선택하기
니코틴 중독은 의존성이 높기 때문에, 금연 보조제나 약물을 사용하는 것이 도움이 됩니다. 단기간에 금연을 시도하는 것보다 주변의 도움과 체계적인 계획이 필요합니다. 금연 의지를 주변에 적극적으로 알리고, 흡연자와 만나는 자리는 피하며, 흡연을 유도하는 환경 자체를 차단하는 것이 좋습니다. 또한 담배를 대신할 간식이나 음료 등을 준비해 흡연 욕구를 조절하는 것도 효과적입니다. 담배는 천천히 줄이는 것보다 한 번에 끊는 것이 더 효과적일 수 있습니다.

###"
167,이상지질혈증,"주제: 이상지질혈증\n 내용: 금연 성공 후의 지속적인 관리 필요성
금연 후에는 체중 증가나 스트레스 등으로 인해 다시 흡연할 수 있으므로, 이를 방지하기 위해 운동과 식사 습관을 함께 조절해야 합니다. 특히 바쁘고 피곤하거나 스트레스를 받을 때, 외로움을 느낄 때에는 흡연 욕구가 강해지므로 주의가 필요합니다. 또한 과도한 음주 역시 금연을 방해하므로, 음주는 절제하거나 금연 초기에는 피하는 것이 좋습니다. 금연은 일회성 실천이 아니라 지속적인 자기관리와 주변 환경의 조정이 함께 이루어져야 성공할 수 있습니다.

###"
168,이상지질혈증,"주제: 이상지질혈증\n 내용: 금단 증상은 언제, 어떻게 나타나나요?
금단 증상은 담배를 끊은 후 수 시간 이내 나타나서 1주일 이내에 최고조에 이르고 이후 점차 호전되어 평균적으로 2~4주간 지속됩니다. 주요 금단 증상에는 기침, 가래, 갈증, 짜증, 두통, 집중장애, 불안, 불면, 하체 허약감, 졸음, 식욕 증가, 손의 떨림 등이 있으며, 우울 및 집중력 장애 증상도 나타날 수 있습니다. 금단 증상은 개인차가 있지만, 대부분의 증상은 4주 이내에 호전되며 이에 대한 정보와 이해는 금연 유지에 큰 도움이 됩니다.

###"
169,이상지질혈증,"주제: 이상지질혈증\n 내용: 금연이 콜레스테롤 조절에 도움이 되나요?
흡연은 좋은 HDL-콜레스테롤을 감소시키고 지질산화를 일으켜 혈관벽을 손상시킴으로써 심뇌혈관질환의 발생을 급격히 증가시킵니다. 반대로 금연을 하게 되면 좋은 HDL-콜레스테롤 수치가 높아지고 지질산화도 억제되면서 혈관 건강이 개선됩니다. 한 조사에 따르면 1년 이상 금연을 한 경우 HDL-콜레스테롤이 5% 정도 증가하고, 심혈관질환의 조기 발생 위험이 현저히 줄어드는 것으로 나타났습니다. 금연은 뇌졸중, 협심증, 심근경색 같은 주요 혈관질환의 예방에도 확실히 기여합니다.

###"
170,이상지질혈증,"주제: 이상지질혈증\n 내용: 절주의 기준과 필요성
절주는 하루 1~2잔 이내의 음주를 의미하며, 술의 종류에 관계없이 주류 잔을 기준으로 합니다. 적정 음주량 이상이 되면 중성지방 수치를 올리는 것은 물론이고, 고혈압, 간 손상, 체중 증가, 수면장애, 심뇌혈관질환 등의 위험요인으로 작용할 수 있습니다. 간질환이 있거나 이상지질혈증이 있는 사람은 술에 더욱 민감하므로, 이 경우에는 금주가 권장됩니다. 심뇌혈관질환 예방 차원에서도 음주는 최소화하는 것이 중요합니다.

###"
171,이상지질혈증,"주제: 이상지질혈증\n 내용: 절주 실천 방법
하루 1~2잔 이내로 절주하기 위해서는 폭음, 과음, 잦은 음주 자리를 피하는 것이 좋습니다. 술을 권하거나 따르는 문화를 줄이고, 음주를 대신할 수 있는 야외 활동, 스트레스 관리법(독서, 명상, 음악 등)을 찾는 것도 도움이 됩니다. 식사 중 과음하는 경우를 줄이기 위해, 식사를 마친 뒤 음료를 마시거나 다른 습관을 들이는 것도 도움이 됩니다. 술을 권유받을 경우에는 미리 의사를 표현하거나, 가볍게 마무리할 수 있는 대안을 준비해두는 것이 효과적입니다.

###"
172,이상지질혈증,"주제: 이상지질혈증\n 내용: 가급적이면 금주를 실천하는 전략
금주를 실천하기 위해서는 의지를 주변에 알리고, 가족이나 친구 등에게 도움을 요청하는 것이 좋습니다. 특히 혼자 금주하기 어려운 경우에는 전문의 상담이나 절주 교육 프로그램, 온라인 커뮤니티 등을 활용하는 것도 효과적입니다. 자신의 금주 계획을 글로 작성하거나, 금주 서약서를 만드는 것도 좋은 방법이 될 수 있습니다. 스트레스를 음주로 해결하지 않고, 운동, 취미 활동, 걷기 등 다른 방식으로 해소하는 대안 습관을 형성하는 것이 장기적인 금주에 도움이 됩니다.

###"
173,이상지질혈증,"주제: 이상지질혈증\n 내용: 술이 좋은 HDL-콜레스테롤 수치를 올릴 수 있나요?
일부 연구에 따르면 소량의 음주는 HDL-콜레스테롤 수치를 높일 수 있지만, 실제 임상적인 효과는 제한적이며, 음주로 인해 발생할 수 있는 부작용이 훨씬 큽니다. 과음하거나 빈번한 음주는 중성지방 수치를 높이고, 간 기능 악화 및 체중 증가를 유발하여 오히려 이상지질혈증을 악화시킬 수 있습니다. 따라서 HDL 수치를 올리기 위해 일부러 음주를 하는 것은 바람직하지 않으며, 운동과 식이요법이 더 안전하고 효과적인 방법입니다."
,간질환,"주제: 간질환\n 내용: 간의 주요 기능. 간은 우리 몸에서 가장 큰 장기로, 다양한 생리적 기능을 수행합니다. 첫째, 소장에서 흡수된 영양소를 여러 조직에서 사용할 수 있도록 적절히 변환하고, 노폐물을 제거하는 ‘영양소 대사 기능’을 합니다. 둘째, 탄수화물, 단백질, 지방, 비타민 등 다양한 영양소를 저장하고 필요할 때 다시 공급합니다. 셋째, 단백질 합성 기능을 통해 알부민, 혈액응고인자 등 생명 유지에 필수적인 물질을 생성합니다. 넷째, 담즙을 만들어 지방 소화에 기여하며, 다섯째, 해독작용을 통해 약물이나 독소를 제거합니다. 이 모든 기능은 신체 항상성 유지에 필수적이며, 간이 손상되면 다양한 전신 증상이 나타날 수 있습니다."
,간질환,"주제: 간질환\n 내용: 간 손상의 증상과 그 의미. 간은 흔히 '침묵의 장기'로 불리며, 상당히 진행된 이후에야 증상이 나타나는 경우가 많습니다. 주요 증상으로는 오른쪽 윗배 통증, 복부 팽만감, 심한 피로감, 식욕 저하, 구역감, 체중 감소, 황달, 소양감(가려움증), 소화불량 등이 있으며, 이는 모두 간 기능 저하 또는 염증의 신호일 수 있습니다. 이러한 증상이 나타났을 때는 이미 간 질환이 상당히 진행된 상태일 가능성이 높기 때문에, 증상이 생기기 전에 정기적인 건강검진을 통해 간 수치를 확인하고 예방적 관리를 하는 것이 매우 중요합니다."
,간질환,"주제: 간질환\n 내용: 간을 지키는 3가지 생활 수칙. 간 건강을 유지하기 위해서는 다음 세 가지 원칙이 중요합니다. 첫째, 불필요한 약물 복용은 간에 부담을 줄 수 있으므로 함부로 건강보조식품이나 민간요법을 복용하지 않아야 합니다. 둘째, 지나친 음주는 간염, 지방간, 간경변의 주요 원인이 되므로 절제된 음주 습관을 유지해야 합니다. 셋째, 영양 불균형이 간에 부담을 줄 수 있으므로, 고단백·고지방 음식이나 가공식품 섭취를 줄이고, 균형 잡힌 식사를 통해 간 기능을 보호하는 것이 중요합니다. 특히 만성 간질환이 있는 경우에는 식사, 음주, 약물 사용에 더욱 신중해야 하며, 정기적인 간 기능 검진이 권장됩니다."
,간질환,"주제: 간질환\n 내용: 알코올 간질환의 개요. 술을 마신 후 체내에 흡수된 알코올은 간에서 대사되며, 이 과정에서 간독성 물질인 아세트알데히드가 생성되어 간세포에 손상을 줍니다. 또한, 알코올은 지방 합성을 촉진시켜 간에 지방이 축적되게 만들며, 염증을 유발하여 간세포 손상을 지속시킵니다. 알코올 간질환은 습관적인 음주로 인해 발생하며, 대표적인 질병으로는 알코올 지방간, 알코올 간염, 알코올 간경변이 있으며 이 세 가지를 통틀어 ‘알코올 간질환’이라 합니다."
,간질환,"주제: 간질환\n 내용: 알코올 지방간과 간염의 진행과정. 알코올 지방간은 간에 지방이 과도하게 축적되는 상태로, 초기에는 증상이 거의 없지만 간 피로감, 소화불량, 오른쪽 윗배 불쾌감 등 경미한 증상이 나타날 수 있습니다. 술을 계속 마시면 간세포에 염증이 생겨 ‘알코올 간염’으로 진행되며, 이때는 AST/ALT 상승, 발열, 황달, 복수, 식욕 저하 등의 증상이 동반됩니다. 알코올 간염을 방치하면 간세포 섬유화와 괴사가 진행되어 간경변증으로 악화될 수 있으며, 간경변은 회복이 어려운 상태로 간부전이나 간암의 위험이 커집니다."
,간질환,"주제: 간질환\n 내용: 알코올 간질환의 자연경과와 위험 요인. 알코올 간질환은 음주의 양과 기간에 따라 점진적으로 악화됩니다. 예를 들어, 정상 간에서 시작된 경우에도 음주가 지속되면 90%는 지방간으로, 이 중 일부는 간염으로, 더 진행된 경우에는 간경변증으로 발전할 수 있습니다. 이 경로는 가역적이기도 하나, 간염 또는 간경변으로 이행되면 회복 가능성이 급격히 떨어집니다. 음주량보다 중요한 것은 누적 섭취량과 지속 기간이며, 어떤 종류의 술이든 간에 미치는 영향은 유사합니다."
,간질환,"주제: 간질환\n 내용: 알코올 간질환의 회복 가능성과 치료. 알코올 간질환의 가장 중요한 치료는 금주이며, 특히 지방간 단계에서는 금주만으로도 간 기능이 정상으로 회복될 수 있습니다. 알코올 간염 역시 조기 발견 시 금주와 함께 영양 보충, 간 보호 치료를 통해 회복 가능성이 있습니다. 그러나 간경변으로 진행된 경우 회복은 어렵고, 간 기능 보존과 합병증 관리가 치료의 주 목적이 됩니다. 치료 과정에서는 금주 외에도 균형 잡힌 식사, 비타민 보충, 체력 유지 등이 중요합니다."
,간질환,"주제: 간질환\n 내용: 알코올 간질환의 예방과 술에 대한 오해. 알코올 간질환 예방을 위해 가장 효과적인 방법은 금주이며, 음주를 하더라도 절제된 양과 빈도를 유지해야 합니다. 간을 보호하기 위해서는 균형 잡힌 식사와 규칙적인 운동도 병행되어야 합니다. 술을 마시면 얼굴이 빨개지는 사람은 간 기능이 나쁘기 때문이 아니라, 아세트알데히드를 분해하는 효소(알데히드 탈수소효소)의 활성이 떨어진 유전적 요인 때문입니다. 이는 간 기능과는 직접적인 관련이 없습니다."
,간질환,"주제: 간질환\n 내용: 대사이상 지방간질환의 정의와 특징. 대사이상 지방간질환은 술을 거의 마시지 않는 사람에게서 발생하는 비알코올성 지방간 질환입니다. 지방이 간세포 내에 과도하게 축적되면서 발생하며, 간염, 간경변증, 간암 등으로 진행할 수 있습니다. 국내 유병률은 약 20~40%로 매우 흔하며, 고령화, 당뇨, 고혈압, 고지혈증과 같은 대사질환과 밀접한 연관이 있습니다. 대부분 증상이 없으며, 건강검진에서 간 수치 상승이나 초음파 이상으로 처음 발견되는 경우가 많습니다."
,간질환,"주제: 간질환\n 내용: 대사이상 지방간질환의 치료 원칙. 대사이상 지방간질환의 치료에서 가장 중요한 원칙은 ‘체중 감량’입니다. 식이요법으로는 하루 500~1000kcal 감량된 저열량 식사, 당분 및 지방 섭취 제한이 권장되며, 운동요법은 주 3회 이상 중강도 유산소 및 근력운동을 병행하는 것이 좋습니다. 아직 표준화된 치료제는 없으며, 간 수치나 영상검사 이상 소견이 지속되는 경우에는 간 전문의와의 상담이 필요합니다. 현재는 적극적인 생활습관 개선이 가장 효과적인 치료 방법입니다."
,간질환,"주제: 간질환\n 내용: 간경변증의 정의와 주요 합병증. 간경변증은 간세포 손상과 섬유화가 반복되어 간 구조가 비가역적으로 변형된 상태를 말하며, 간의 기능 저하와 문맥압 상승으로 다양한 합병증이 발생합니다. 대표적인 합병증으로는 복수, 간성뇌증, 위·식도 정맥류 출혈, 간신증후군, 간암 등이 있으며, 이러한 합병증은 생명을 위협하는 중증 상태로 이어질 수 있습니다. 간경변증은 조기에 발견해 원인을 치료하고 합병증 발생을 막는 것이 중요합니다."
,간질환,"주제: 간질환\n 내용: 간경변증의 진행 단계와 증상. 간경변증 초기에는 피로감, 식욕저하, 복부 불쾌감 같은 경미한 증상만 나타날 수 있으며, 증상이 없을 수도 있습니다. 병이 진행되면 복부 팽만(복수), 손바닥 홍반, 거미상 혈관종, 황달, 여성형 유방, 간성혼수 등이 나타납니다. 특히 위·식도 정맥류는 파열 시 출혈이 심해 생명을 위협할 수 있으며, 간성 뇌증은 의식 저하와 혼수로 이어질 수 있어 즉각적인 치료가 필요합니다."
,간질환,"주제: 간질환\n 내용: 간경변증의 회복 가능성과 치료 전략. 간경변증은 완전히 회복되기 어렵지만, 조기 발견 시 원인 질환을 적극 치료하고, 합병증을 예방하며, 간 기능 저하 속도를 늦출 수 있습니다. 간경변의 원인을 제거하는 것이 핵심이며, B형/C형 간염 치료, 금주, 체중감량, 당뇨 조절 등이 포함됩니다. 간경변이 진행된 경우에는 정기적인 내시경 검사로 정맥류 출혈을 모니터링하고, 복수나 간성 뇌증 관리에 집중해야 합니다. 간 이식은 말기 간경변 환자의 생존율 향상에 유일한 방법이 될 수 있습니다."
 ,간질환,"주제: 간질환\n 내용: 간은 흔히 ‘침묵의 장기’라고 불린다. 질환이 상당히 진행되거나 회복 불가능한 상태가 될 때까지 특별한 자각증상이 없기 때문이다. 통증이나 어떤 증상이 발현되고 난 이후에는 이미 늦은 경우가 많아 각별한 주의가 필요하다. 간의 역 할과 일상에서 많이 발생하는 간 질환, 간 건강을 지키는 방법 등에 대해 알아본다."
 ,간질환,"주제: 간질환\n 내용: 간은 각종 대사에 관여하는 중요한 기관 간은 오른쪽 상복부, 오른쪽 갈비뼈 안에 자리한 장기다. 우리 몸에서 가장 큰 내장 기관으로 꼽히는데 크기는 럭비공 정도이며 무게는 1.2~1.5㎏ 수준이다. 반구형으로 고유의 섬유성 막에 싸여 있으며 적갈색을 띤다. 보통 오른쪽엽의 부피가 왼쪽엽보다 5배 정도 크다. 간은 다른 장기와 달리 이중으로 혈액을 공급받는다. 간동맥을 통해서는 동맥혈이 들어오고, 문맥이라는 정맥을 통해서는 장에서 흡수된 정맥혈이 들어온다. 다른 장기와 달리 회복력이 뛰어나고, 감 각신경을 통해 통증을 느낄 수 없어 질환에 대한 증상이 잘 나타나지 않는 것이 특징이다."
,간질환,"주제: 간질환\n 내용: 간은 생명을 좌우하는 중요 장기 중 하나다. 소화계통으로 분류되지만, 사실 우리 몸에서 일어나는 거의 모든 일에 관 여한다. 간이 하는 일이 500가지가 넘는 것으로 알려져 있다. 이런 까닭에 간은 ‘체내의 화학공장’이라 불리기도 한다. 중요한 기능을 여럿 담당하기 때문에 간 기능이 저하되면 여러 가지 임상적 문제가 발생하게 된다. 간의 역할은 크게 세 가지로 나눠볼 수 있다. △해독과 면역 △쓸개즙 생성과 배설 △물질대사가 그것이다. 간의 다양한 기능 탄수화물 대사 아미노산 및 단백질 대사 지방 대사 담즙산 및 빌리루빈 대사 비타민 및 무기질 대사 호르몬 대사 해독작용 살균작용 해독과 면역 기능 간은 우리가 먹고 마시고 투약하는, 신체로 들어오는 모든 물질의 해독과 면역 작용을 담당한다. 단 백질을 에너지로 바꾸는 평범한 대사 과정에서도 암모니아와 같은 독소가 발생하는데, 여기에 여러 약물이나 알코올 등 외부에서 더해지는 독소까지 쌓이면 우리 몸이 위험해질 수 있다. 간은 이렇게 신체 내에서 합성되거나 외부로부 터 유입되는 각종 독소를 분해해 쓸개즙이나 소변으로 배설하는 해독작용을 한다. 간에 존재하는 큰포식세포의 일종인 쿠퍼세포는 체내에 들어오는 세균이나 바이러스 등을 포식해 심장으로 가는 세 균을 차단한다. 또 간은 백혈구의 면역 기능을 돕는 보체를 생성해 세균 제거에 기여한다."
,간질환,"주제: 간질환\n 내용: 쓸개즙 생성과 배설 기능 간에서는 하루에 500~1,000㎖의 쓸개즙이 만들어진다. 쓸개즙은 간 바로 밑에 있는 쓸개 에 저장됐다가 음식물이 샘창자를 지날 때 이자액과 함께 분비된다. 쓸개즙에는 지방의 분해와 흡수, 창자의 운동을 돕는 효소가 들어 있어 지방의 소화를 돕고 장운동을 촉진하며 소장에서의 세균 증식을 억제한다. 우리 몸에서 적혈구는 약 3주간 혈관을 돌아다니며 산소를 공급하다가 파괴된다. 이때 빌리루빈이라는 물질이 생성 되는데, 대변 색을 누렇게 만드는 색소다. 간은 이 빌리루빈의 배출에도 관여하고 있다. 간이 제대로 기능하지 못하면 몸속에 빌리루빈이 쌓여 눈이나 피부가 노랗게 변하는 황달 증상이 나타나게 된다."
,간질환,"주제: 간질환\n 내용: 물질대사 생물의 세포에서 생명 유지를 위해 일어나는 모든 물질 변화를 ‘물질대사’라고 부른다. 우리가 섭취한 영양 소가 몸 안에서 분해-합성돼 에너지로 변환되거나 저장되고, 몸 밖으로 방출되는 전 과정을 총칭하는 것이다. 간은 우 리 몸에서 일어나는 이 물질대사에서 중심적인 역할을 담당한다. 탄수화물과 단백질, 지방은 물론이고 각종 비타민과 무기질의 대사를 조절하며, 영양분을 저장하거나 방출해 혈액 속에 늘 일정한 양의 영양분이 흐르게 해준다. 또 몸속 에서 작용하는 호르몬의 양을 조절한다."
,간질환,"주제: 간질환\n 내용: 탄수화물 대사 간의 문맥을 통해 유입된 포도당이나 아미노산, 글리세린, 유산 등을 글리코겐(Glycogen) 형태로 저장한다. 이 글리코겐은 필요시 다시 포도당으로 전환돼 혈당 유지, 생체 활동에 필요한 에너지로 쓰인다."
,간질환,"주제: 간질환\n 내용: 아미노산 및 단백질 대사 간은 하루에 약 50g의 단백질을 합성하는데 면역글로불린을 제외한 거의 모든 단백질을 만든다. 간에서만 생성되는 주요 단백질로는 ‘알부민’과 ‘혈액응고인자’가 있다. 알부민 농도가 낮아지면 복수나 심한 부종이 발생할 수 있고, 혈액응고인자 생성이 저하되면 출혈 경향이 증가한다."
,간질환,"주제: 간질환\n 내용: 지방 대사 탄수화물을 과잉 섭취하면 우리 몸이 이를 지방 형태로 저장했다가 영양분 섭취가 부족할 때 에너지원으 로 사용한다. 간은 지방산의 산화물을 이용해 콜레스테롤, 인지질 및 지단백 등을 합성한다."
,간질환,"주제: 간질환\n 내용: 비타민 및 무기질 대사 간은 비타민 A, D, B12 등을 저장하며, 지용성 비타민의 흡수나 가공에 중요한 역할을 한다. 또 철이나 구 리, 아연 등의 무기질 저장에도 관여한다."
,간질환,주제: 간질환\n 내용: 호르몬 대사 간은 성호르몬을 비롯해 각종 장기에서 생성되는 호르몬을 분해하는 기능이 있다. 이 때문에 간 기능이 저 하되면 호르몬 대사 장애가 발생할 수 있다.
,간질환,"주제: 간질환\n 내용: 간 건강에 가장 치명적인 것은 술 간 질환 유무는 진찰 소견(병력, 문진, 시진, 청진, 촉진, 타진 등), 혈액검사, 간 초음파나 컴퓨터 단층촬영(CT) 검사 등의 영상학적 검사, 조직검사 등 여러 가지를 종합해 판단하게 된다. 대표적인 간 질환으로는 지방간과 간염, 간경변증, 간 암 등이 있다. 바이러스, 술, 당뇨, 비만, 서구화된 식습관 등이 간 질환 발생의 원인으로 파악된다. 특히 과다한 알코 올 섭취는 간세포에 지방을 축적하고 간세포 자체를 훼손하므로 간 건강에 치명적이다."
,간질환,"주제: 간질환\n 내용: 지방간 지방간은 간세포 내에 중성지방이 쌓여 간이 비대해진 상태 를 말한다. 특별한 증상은 없지만 피로감이나 식욕부진, 무기력함 등 이 나타날 수 있다. 오른쪽 갈비뼈 아래쪽에 불쾌감이나 둔통을 느끼 기도 한다. 알코올, 당뇨, 비만, 장기간의 경정맥 영양공급 등이 원인 으로 꼽힌다. 보통 지방간은 금주와 당뇨 조절, 체중 감량 등 원인을 교정하면 회복된다."
,간질환,"주제: 간질환\n 내용: 간염 간염은 간에 생기는 대표적인 질환이다. 급성과 만성으로 나 뉘며, 발병 원인에 따라서도 바이러스 간염과 비 바이러스 간염으로 구분된다. 급성 간염은 간을 주로 침범하는 전신 감염성 질환이다. 보통 수주의 잠복기 이후 감기 몸살이나 소화불량과 같이 식욕부진, 구역, 구토, 피로, 쇠약감, 관절통, 근육통, 두통, 인후염 등의 증상과 발열이 동반된다. 1~2주 후 황달이 생기면 전신 증상은 감소하고 오른쪽 윗배가 아프고 부은 간이 만져지는데 수개월 후 회복된다. 우리가 흔히 듣는 A, B, C형 간염은 모두 바이러스 간염이다. A형 간 염은 바이러스에 오염된 음식이나 음료수를 통해 전염되는 일종의 수인성 질환이며, B형 간염은 대부분 수혈이나 오 염된 주사기에 의한 것이다. C형 간염도 수혈이나 오염된 주삿바늘에 의해 전파되나 절반 정도는 감염경로가 불확실 하다. A형과 B형 간염은 백신으로 예방이 가능하나 C형 간염은 아직 예방 백신이 없다."
,간질환,"주제: 간질환\n 내용: 만성 간염은 염증과 파괴가 최소한 6개월 이상 지속되는 다양한 원인에 의해 발생한다. 피로감이 가장 흔한 증상이며 황달이 올 수도 있다. 만성 간염 치료를 위해서는 적절한 약제 사용과 함께 영양공급과 안정이 필요하다. 의사의 주기 적인 진찰과 간 기능 검사, 추적관찰 등이 이뤄져야 한다."
,간질환,"주제: 간질환\n 내용: 간경변 간경변은 정상 간세포가 파괴되고 흉터 조직으로 대치돼 정상 간 조직의 양이 줄어드는 만성 간 질환이다. 보 통 특별한 증상 없이 조용히 시작되지만 식욕부진, 메스꺼움, 구토, 체중 감소, 황달, 가려움증과 복수, 자발성 세균성 복막염, 간성 뇌증, 식도 및 위 정맥류 출혈 등의 합병증이 나타날 수 있다. B형 및 C형 만성 바이러스 간염과 알코올 성 간염이 간경변의 원인이 된다."
,간질환,"주제: 간질환\n 내용: 간경변 치료의 목표는 더 이상의 진행을 막고, 간 손상을 가능한 한 회복하며, 합병증을 치료하는 것이다. 무엇보다 원 인 제거가 필수적이다. 알코올성 간염이 원인이라면 금주와 균형 잡힌 식이를 실천해야 하며, 바이러스 간염에 의한 간경변은 원인 바이러스의 번식을 막아야 한다."
,간질환,"주제: 간질환\n 내용: 간암 간암은 간세포에서 생겨난 악성 종양을 말한다. 우리나라의 연간 간암 환자 발생 수는 매우 높은 수준이다. 간암 환자의 상당수는 특별한 증상이 없을 수도 있으며 기존 질환의 증상과 혼동돼 간암이 생겨도 잘 모르는 수가 많다. 오 른쪽 상복부 통증과 종괴가 만져지는 것이 가장 특이적인 증상이며, 기존에 있던 간 질환이 갑자기 악화하거나 피로, 쇠약감, 체중 감소 등이 있을 수 있다. 간암 발생의 원인 중 가장 중요한 것이 B형과 C형 간염이다. 또 간경변증이나 과도한 음주, 흡연도 간암 발생률을 높인다."
,간질환,"주제: 간질환\n 내용: 간암의 가장 효과적인 치료법은 수술적 절제다. 그러나 진단 시에 수술이 어려운 경우도 많다. 이런 경우에는 간암에 영양분과 산소를 공급하는 혈관을 막는 경동맥 화학색전술(TACE), 간암에 알코올을 주입해 간암 세포를 죽이는 경피 적 에탄올 주입술(PEIT), 고주파를 이용해 간암을 태우는 고주파 열 치료(RFA) 등의 국소 치료를 진행할 수 있다. 항암 화학요법이나 간이식 수술도 시행된다"
