"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분","도서관 구분명","위도","경도"
"30","성북정보도서관","0019","성북구","서울특별시 성북구 화랑로18자길 13","02-962-1081","http://lib.sblib.seoul.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매월 첫째, 셋째주 월요일, 법정공휴일","0001","공공도서관","37.60497334","127.0505857"
"31","아리랑도서관","0019","성북구","서울특별시 성북구 아리랑로 82","02-3291-4990","https://www.sblib.seoul.kr/arlib/index.do","평일 : 09:00~22:00, 주말 : 09:00~18:00","매월 둘째, 넷째주 월요일","0001","공공도서관","37.6000591720455","127.01392636583"
"2142","아리랑어린이도서관","0019","성북구","서울특별시 성북구 아리랑로 75","02-3291-4992","https://www.sblib.seoul.kr/arclib/index.do","평일 : 09:00~18:00, 주말 : 09:00~18:00","매월 두 번째, 네 번째 월요일","0001","공공도서관","37.59882719","127.0136237"
"1992","월곡꿈그림도서관","0019","성북구","서울특별시 성북구 화랑로13길 17 월곡꿈그림도서관","02-6949-1553","www.sblib.seoul.kr/wglib/","평일, 주말 : 09:00~18:00(수,금 : 09:00~20:00)","월요일,법정공휴일","0001","공공도서관","37.60477383","127.0406257"
"2509","장위행복누림도서관","0019","성북구","서울특별시 성북구 장위로21다길53","02-6954-7955","https://www.sblib.seoul.kr/jwlib/","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.6157898","127.0435886"
"1384","정릉도서관","0019","성북구","서울특별시 성북구 정릉로 242","02-2038-9928","http://jn.sblib.seoul.kr/","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.60474095","127.0105829"
"2511","종암동새날도서관","0019","성북구","서울특별시 성북구 종암로 98-8","02-6925-6920","http://sn.sblib.seoul.kr","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.5990314","127.035222"
"1387","청수도서관","0019","성북구","서울특별시 성북구 보국문로16가길 20","02-2038-4423","http://ch.sblib.seoul.kr/","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일 / 일요일을 제외한 법정공휴일, 도서관사정에 의한 임시휴관일","0001","공공도서관","37.61175536","127.0107763"
"1073","해오름도서관","0019","성북구","서울특별시 성북구 성북로4길 52","02-6925-7002","https://www.sblib.seoul.kr/horlib/","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.59558967","127.0121197"
"1844","가락몰도서관","0009","송파구","서울특별시 송파구 양재대로 932 서울시농수산식품공사 가락몰 업무동 4층","02-3435-0950, 0956","http://www.splib.or.kr","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.49467422","127.1086491"
"54","거마도서관","0009","송파구","서울특별시 송파구 거마로2길19","02-449-2332","http://www.splib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~20:00 어린이자료실: 09:00~18:00'","매주 월요일, 법정공휴일","0001","공공도서관","37.4935326","127.146824"
"1409","돌마리도서관","0009","송파구","서울특별시 송파구 백제고분로 37길 16","02-414-7007","http://www.splib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.50356529","127.1036861"
"23","서울특별시교육청송파도서관","0009","송파구","서울특별시 송파구 동남로 263","02-3434-3333","http://splib.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","2,4주 화요일 및 법정공휴일","0001","공공도서관","37.49999503","127.1348515"
"887","소나무언덕2호도서관","0009","송파구","서울특별시 송파구 석촌호수로 155 잠실3동 자치회관 2관 2층","02-424-0083","http://www.splib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.5072682","127.0942189"
"888","소나무언덕3호도서관","0009","송파구","서울특별시 송파구 성내천로 319 4층","02-443-0130","http://www.splib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.49233228","127.1566451"
"890","소나무언덕잠실본동도서관","0009","송파구","서울특별시 송파구 탄천동로 205 (잠실빗물펌프장 관사동 1,2층)","02-412-0750","http://www.splib.or.kr","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.50309253","127.0788491"
"1385","송파글마루도서관","0009","송파구","서울특별시 송파구 충민로 120","02-449-8855","http://www.splib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~20:00 어린이자료실: 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.4808353","127.1304785"
"111","송파어린이도서관","0009","송파구","서울특별시 송파구 올림픽로 105 (잠실동 19-6)","02-418-0303","http://www.splib.or.kr","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.51210257","127.0823945"
"891","송파어린이영어도서관","0009","송파구","서울특별시 송파구 오금로 1(신천동) 신천빗물펌프장 4~5층","02-415-3567","http://www.splib.or.kr","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.5223926038778","127.102983014327"
"1970","송파위례도서관","0009","송파구","서울특별시 송파구 장지동 위례광장로 210 위례동복합청사 4, 5층","02-402-3003","http://www.splib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~20:00 어린이자료실: 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.48116507","127.1439372"
"1843","지샘터올림픽공원도서관","0009","송파구","서울특별시 송파구 올림픽로 424(방이동) 스포츠비즈홀 1층","02-2180-3578","https://www.ksponco.or.kr/lib/","평일 : 09:00~19:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.51225244","127.1135035"
"1408","갈산도서관","0002","양천구","서울특별시 양천구 목동남로4길 48-6","02-2645-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.508861705719","126.867311562837"
"650","개울건강도서관","0002","양천구","서울특별시 양천구 중앙로52길 56","02-2603-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 일요일 및 법정공휴일","0001","공공도서관","37.52597157","126.8565997"
"1412","목마교육도서관","0002","양천구","서울특별시 양천구 목동서로 41 목5동주민센터","02-2652-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 일요일 및 법정공휴일","0001","공공도서관","37.54250898","126.8721113"
"656","미감도서관","0002","양천구","서울특별시 양천구 목동중앙남로 57-10(목동) 목사랑시장고객주차장 및 공유센터 3층","02-2653-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 일요일 및 법정공휴일","0001","공공도서관","37.5389681521143","126.865489157491"
"651","방아다리문학도서관","0002","양천구","서울특별시 양천구 화곡로4길 10","02-2604-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 일요일 및 법정공휴일","0001","공공도서관","37.53858309","126.8271748"
"15","서울특별시교육청양천도서관","0002","양천구","서울특별시 양천구 목동서로 113","02-2062-3900","http://yclib.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","1,3주 목요일 및 법정공휴일","0001","공공도서관","37.53349939","126.8757691"
"56","신월음악도서관","0002","양천구","서울특별시 양천구 오목로5길 34","02-2691-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.5246975","126.8400821"
"2714","양천중앙도서관","0002","양천구","서울특별시 양천구 신정로7길 81","02-2699-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 금요일 및 법정공휴일","0001","공공도서관","37.5137253865171","126.833817461636"
"1407","영어특성화도서관","0002","양천구","서울특별시 양천구 목동동로 81 해누리타운 7층 양천영어도서관 및 영어체험센터","02-2642-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 일요일 및 법정공휴일","0001","공공도서관","37.5159767","126.8638554"
"1841","해맞이역사도서관","0002","양천구","서울특별시 양천구 지양로 37","02-2693-5919","http://lib.yangcheon.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.51907269","126.8356052"
"80","대림도서관","0003","영등포구","서울특별시 영등포구 도신로 27","02-828-3700","http://www.dllib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~17:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.50431669","126.8960768"
"102","문래도서관","0003","영등포구","서울특별시 영등포구 문래로20길 49","02-2629-8600","http://www.mllib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~17:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.51685383","126.8908928"
"19","서울특별시교육청영등포평생학습관","0003","영등포구","서울특별시 영등포구 버드나루로15길 10","02-6712-7500","http://ydpllc.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","2,4주 월요일 및 법정공휴일","0001","공공도서관","37.52580934","126.9071819"
"109","선유도서관","0003","영등포구","서울특별시 영등포구 선유로43가길 10-8","02-2163-0800","http://www.sylib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~17:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.53333762","126.8929418"
"1388","여의샛강도서관","0003","영등포구","서울특별시 영등포구 여의대로 24 전국경제인연합회 후생복지동","02-2629-2222","http://www.yulib.or.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.52217929","126.9199164"
"2818","영등포생각공장도서관","0003","영등포구","서울특별시 영등포구 문래북로 105 영등포구어울림센터 지상1~3층","02-2069-1893","https://www.ydplib.or.kr/sglib","평일 : 09:00~20:00, 주말 : 09:00~17:00","매주 월요일 및 법정공휴일","0001","공공도서관","37.5201212421417","126.897195669575"
"7","서울특별시교육청남산도서관","0012","용산구","서울특별시 용산구 소월로 109","02-754-7338","http://nslib.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","1,3주 월요일 및 법정공휴일","0001","공공도서관","37.55255227","126.9821555"
"8","서울특별시교육청용산도서관","0012","용산구","서울특별시 용산구 두텁바위로 160","02-6902-7777","http://yslib.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","2,4주 화요일 및 법정공휴일","0001","공공도서관","37.55200494","126.9801399"
"2129","용산꿈나무도서관","0012","용산구","서울특별시 용산구 백범로329(원효로1가, 꿈나무타운) 3층","02-707-0138","https://www.yslibrary.or.kr/","평일 : 09:00~21:00, 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","0001","공공도서관","37.54189105","126.9684171"
"110","청파도서관","0012","용산구","서울특별시 용산구 청파로93길 27(서계동) 1층","02-714-3931","https://www.yslibrary.or.kr/","평일 : 09:00~21:00, 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","0001","공공도서관","37.55278347","126.9675304"
"1842","구산동도서관마을","0016","은평구","서울특별시 은평구 연서로 13길 29-23","02-357-0100","http://www.gsvlib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.60950609","126.9130867"
"2113","내를건너서숲으로도서관","0016","은평구","서울특별시 은평구 증산로17길 50","02-307-6701~2","http://www.nslib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.59169634","126.908048"
"1076","상림도서관","0016","은평구","서울특별시 은평구 진관4로 48-25 공원관리사무실 내","02-383-7557~8","http://www.eplib.or.kr/intro/lib01.asp","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.64421437","126.9289416"
"2594","은뜨락도서관","0016","은평구","서울특별시 은평구 통일로 972","02-389-7635","http://www.edlib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.63013935779","126.919931243441"
"38","은평구립도서관","0016","은평구","서울특별시 은평구 통일로78가길 13-84","02-385-1671~4","http://www.eplib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일, 법정공휴일","0001","공공도서관","37.61897708","126.9282714"
"1567","은평뉴타운도서관","0016","은평구","서울특별시 은평구 진관2로 111-51","02-6341-6400","http://www.enlib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 금요일, 법정공휴일","0001","공공도서관","37.63722997","126.9331171"
"107","응암정보도서관","0016","은평구","서울특별시 은평구 가좌로 179, 2층~3층","02-308-2320","http://www.ealib.or.kr","평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 금요일, 법정공휴일","0001","공공도서관","37.58596642","126.9196809"
"98","증산정보도서관","0016","은평구","서울특별시 은평구 증산로5길 6","02-307-6030","http://www.jsplib.or.kr","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 금요일, 법정공휴일","0001","공공도서관","37.58280957","126.9076717"
"64","4.19혁명기념도서관","0017","종로구","서울특별시 종로구 새문안로 17","02-730-4190","http://library.419revolution.org","평일 : 08:00~22:00","일요일 및 법정공휴일","0001","공공도서관","37.5675109","126.9655318"
"2807","라이브러리피치","0017","종로구","서울특별시 종로구 대학로10길 8 (동숭동), 리브랩 B1-2층","02-6949-0895","","평일 : 13:00~21:00","매주 토,일,월요일","0001","공공도서관","37.581578271361","127.002617935151"
"4","서울특별시교육청어린이도서관","0017","종로구","서울특별시 종로구 사직로9길 7","02-731-2300","http://childlib.sen.go.kr","평일 : 09:00~18:00, 주말 : 09:00~17:00","1,3주 월요일 및 법정공휴일","0001","공공도서관","37.57607257","126.9683689"
"5","서울특별시교육청정독도서관","0017","종로구","서울특별시 종로구 북촌로5길 48","02-2011-5799","http://jdlib.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","1,3주 수요일 및 법정공휴일","0001","공공도서관","37.58103147","126.983694"
"6","서울특별시교육청종로도서관","0017","종로구","서울특별시 종로구 사직로9길 15-14","02-721-0707","http://jnlib.sen.go.kr","평일 : 09:00~20:00, 주말 : 09:00~17:00","2,4주 월요일 및 법정공휴일","0001","공공도서관","37.5764504","126.9664672"
"1390","아름꿈도서관","0017","종로구","서울특별시 종로구 종로58가길 19","02-2237-6644","http://lib.jongno.go.kr/","평일 : 10:00~19:00, 주말 : 10:00~19:00","매주 일요일, 1월1일, 설연휴, 추석연휴","0001","공공도서관","37.57261854","127.0169671"
"2603","어린이청소년 국학도서관","0017","종로구","서울특별시 종로구 명륜길 26","02-747-8335~6","http://lib.jongno.go.kr","평일 : 10:00~21:00, 주말 : 10:00~19:00  *동절기(1,2월) 야간 미운영","매주 일요일, 법정공휴일","0001","공공도서관","37.5885021","126.9932172"
"2808","제3의시간","0017","종로구","서울특별시 종로구 대학로10길 8 (동숭동), 리브랩 3-5층","0507-1349-5449","","평일 : 13:00~18:00, 주말 : 10:00~18:00","매주 월,화요일","0001","공공도서관","37.581578271361","127.002617935151"
"1410","청운문학도서관","0017","종로구","서울특별시 종로구 자하문로36길 40","070-4680-4032-3","http://lib.jongno.go.kr/","평일 : 10:00~21:00, 주말 : 10:00~19:00  *동절기(1,2월) 야간 미운영","매주 월요일, 1월1일, 설연휴, 추석연휴 ","0001","공공도서관","37.59037936","126.9659196"
"85","가온도서관","0015","중구","서울특별시 중구 동호로14길 18","02.2230-2921","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~22:00","매주 월요일 및 법정공휴일(일요일제외)","0001","공공도서관","37.5563848","127.0108371"
"2612","남산타운어린이도서관","0015","중구","서울특별시 중구 다산로 32","02-2230-2941","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","2.4주 일요일, 1.3.5주 월요일, 법정공휴일","0001","공공도서관","37.54949484","127.0088734"
"2716","다산성곽도서관","0015","중구","서울특별시 중구 동호로17길 173","02-2230-2965","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~22:00","매주 월요일 및 법정공휴일(일요일제외)","0001","공공도서관","37.5516333485016","127.004389431374"
"2768","손기정문화도서관","0015","중구","서울특별시 중구 손기정로 101-3","02-2230-2950","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~22:00","매주 월요일 및 법정공휴일(일요일제외)","0001","공공도서관","37.5559207289285","126.964537696454"
"2618","손기정어린이도서관","0015","중구","서울특별시 중구 손기정로 101","02-2230-2945","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 월요일 및 법정공휴일(일요일 제외)","0001","공공도서관","37.5551209","126.9625541"
"2715","신당누리도서관","0015","중구","서울특별시 중구 다산로 33길 3 1층 ","02-2230-2960","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~18:00","매주 일요일, 법정공휴일","0001","공공도서관","37.5620188844565","127.014445018452"
"923","어울림도서관","0015","중구","서울특별시 중구 다산로38길 66-35","02-2230-2901","https://www.junggulib.or.kr/","평일 : 09:00~22:00, 주말 : 09:00~22:00","매주 월요일 및 법정공휴일(일요일제외)","0001","공공도서관","37.56171915","127.0189284"
"69","한국학생공공도서관대학문화원(구한국학생도서관)","0015","중구","서울특별시 중구 동호로27길 30","02-2275-0753","http://www.ksplibrary.co.kr/","평일 : 07:00~21:00, 주말 : 09:00~21:00","설, 추석연휴","0001","공공도서관","37.56070426","127.0021513"
"2144","양원숲속도서관","0020","중랑구","서울특별시 중랑구 송림길 172(망우동)","02-432-0710","http://www.jungnanglib.seoul.kr/ywlib/","평일 : 09:00~18:00, 주말 : 토:09:00?17:00, 일:10:00~17:00","매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)","0001","공공도서관","37.60266318","127.1039257"
"29","중랑구립면목정보도서관","0020","중랑구","서울특별시 중랑구 면목로 397(면목동)","02-432-4123","http://www.jungnanglib.seoul.kr/mmlib/","평일 : 09:00~22:00(월요일은 09:00~17:00), 주말 : 09:00~17:00","매월 쳇째, 셋째 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)","0001","공공도서관","37.58735398","127.0875542"
"28","중랑구립정보도서관","0020","중랑구","서울특별시 중랑구 신내로15길 197(묵동)","02-3407-1111","http://www.jungnanglib.seoul.kr","평일 : 09:00~22:00(월요일은 09:00~18:00), 주말 : 09:00~17:00","매월 둘째, 넷째 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(8월12일)","0001","공공도서관","37.61517065","127.0869063"
"2638","중랑상봉도서관","0020","중랑구","서울특별시 중랑구 동일로114길 10(상봉동)","02-2209-0094","http://www.jungnanglib.seoul.kr/sblib/index.php","평일 : 09:00~22:00(유아어린이자료실 09:00~18:00, 스마트라운지: 09:00~20:00) 주말 : 09:00~17:00","매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(8월12일)","0001","공공도서관","37.5930958","127.0787114"
"1078","중랑숲어린이도서관","0020","중랑구","서울특별시 중랑구 망우로73길 46-1(망우동)","02-6235-1150","http://www.jungnanglib.seoul.kr/suplib/index.php","평일 : 09:00~18:00, 주말 : 09:00~17:00","매주 월요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(12월1일)","0001","공공도서관","37.60266318","127.1039257"
"1688","중화어린이도서관","0020","중랑구","서울특별시 중랑구 중랑역로3길 28(중화동)","02-494-1846","https://www.jungnanglib.seoul.kr/jhklib/","평일 : 09:00~18:00, 토요일 : 10:00~17:00","매주 일요일, 법정공휴일 및 근로자의날(5월1일), 창립기념일(8월12일)","0001","공공도서관","37.59504537","127.0747092"